ticket_id,account_id,created_date,category,priority,resolution_hours,resolved
T002338,A00942,2024-06-21,Onboarding Help,High,38,Yes
T002339,A00942,2024-09-06,Onboarding Help,Medium,,No
T002340,A00944,2024-12-15,Feature Request,Medium,51,Yes
T002341,A00944,2024-10-16,Feature Request,High,34,Yes
T002342,A00945,2024-08-09,Billing,Critical,4,Yes
T002343,A00945,2023-09-12,Integration Issue,Low,86,Yes
T002344,A00945,2024-06-19,Bug Report,High,44,Yes
T002345,A00946,2024-10-07,Integration Issue,High,32,Yes
T002346,A00946,2024-10-18,Onboarding Help,Low,86,Yes
T002347,A00948,2024-12-13,Feature Request,Low,137,Yes
T002348,A00948,2024-01-12,Bug Report,Low,157,Yes
T002349,A00949,2024-12-14,Integration Issue,Medium,35,Yes
T002350,A00949,2024-12-22,Onboarding Help,Low,65,Yes
T002351,A00949,2024-12-19,Feature Request,Low,125,Yes
T002352,A00949,2024-12-20,Billing,Medium,,No
T002353,A00949,2024-12-21,Integration Issue,Medium,56,Yes
T002354,A00949,2024-12-30,Billing,Medium,43,Yes
T002355,A00949,2024-12-26,Billing,Medium,69,Yes
T002356,A00950,2024-12-16,Feature Request,Medium,94,Yes
T002357,A00950,2024-12-13,Performance,Low,142,Yes
T002358,A00950,2024-11-29,Billing,Low,157,Yes
T002359,A00951,2023-10-29,Onboarding Help,Low,119,Yes
T002360,A00951,2024-02-16,Onboarding Help,Medium,58,Yes
T002361,A00951,2024-02-05,Performance,Medium,94,Yes
T002362,A00951,2024-03-27,Onboarding Help,Low,70,Yes
T002363,A00951,2023-07-22,Performance,Critical,8,Yes
T002364,A00952,2023-10-30,Performance,Low,163,Yes
T002365,A00953,2024-09-06,Performance,High,6,Yes
T002366,A00954,2024-06-26,Performance,Low,41,Yes
T002367,A00954,2024-01-31,Bug Report,Medium,15,Yes
T002368,A00955,2024-05-11,Billing,Medium,84,Yes
T002369,A00955,2024-02-21,Bug Report,Medium,34,Yes
T002370,A00955,2024-07-30,Integration Issue,Critical,,No
T002371,A00956,2024-09-09,Integration Issue,Medium,42,Yes
T002372,A00956,2024-09-28,Onboarding Help,High,39,Yes
T002373,A00956,2024-07-22,Integration Issue,Low,,No
T002374,A00957,2024-03-22,Integration Issue,Medium,22,Yes
T002375,A00957,2024-03-08,Bug Report,Medium,13,Yes
T002376,A00957,2024-01-02,Feature Request,Medium,14,Yes
T002377,A00958,2024-06-27,Onboarding Help,High,6,Yes
T002378,A00958,2024-11-03,Performance,Medium,,No
T002379,A00958,2024-09-18,Bug Report,Medium,,No
T002380,A00958,2024-12-11,Feature Request,Low,106,Yes
T002381,A00960,2024-12-28,Billing,Medium,39,Yes
T002382,A00960,2024-12-25,Performance,Medium,51,Yes
T002383,A00961,2023-10-31,Feature Request,High,12,Yes
T002384,A00962,2024-06-26,Bug Report,Medium,64,Yes
T002385,A00962,2024-06-06,Performance,Medium,49,Yes
T002386,A00963,2023-10-10,Onboarding Help,Medium,23,Yes
T002387,A00963,2024-05-08,Bug Report,Low,142,Yes
T002388,A00964,2024-05-13,Feature Request,Critical,6,Yes
T002389,A00964,2024-09-13,Onboarding Help,Medium,86,Yes
T002390,A00964,2024-08-23,Feature Request,Medium,71,Yes
T002391,A00965,2023-04-21,Performance,Medium,93,Yes
T002392,A00965,2024-07-28,Onboarding Help,Medium,43,Yes
T002393,A00965,2023-02-01,Integration Issue,Low,,No
T002394,A00967,2024-04-10,Performance,Low,58,Yes
T002395,A00968,2024-04-16,Feature Request,Medium,49,Yes
T002396,A00969,2024-08-10,Feature Request,Low,106,Yes
T002397,A00970,2024-07-01,Feature Request,Medium,83,Yes
T002398,A00971,2024-12-04,Billing,Medium,58,Yes
T002399,A00971,2024-11-10,Integration Issue,Low,97,Yes
T002400,A00972,2024-11-02,Billing,High,21,Yes
T002401,A00972,2024-09-27,Feature Request,Medium,,No
T002402,A00974,2024-12-25,Integration Issue,High,,No
T002403,A00974,2024-08-31,Billing,High,48,Yes
T002404,A00974,2024-12-30,Bug Report,Medium,52,Yes
T002405,A00975,2024-12-21,Bug Report,Low,158,Yes
T002406,A00976,2024-11-12,Performance,Medium,67,Yes
T002407,A00976,2024-07-13,Feature Request,Medium,,No
T002408,A00976,2024-10-04,Integration Issue,Medium,,No
T002409,A00977,2024-07-19,Onboarding Help,Low,39,Yes
T002410,A00977,2024-09-23,Billing,Critical,2,Yes
T002411,A00977,2024-06-15,Bug Report,Low,103,Yes
T002412,A00977,2024-12-15,Performance,Low,,No
T002413,A00977,2024-05-28,Integration Issue,High,5,Yes
T002414,A00977,2024-09-18,Integration Issue,Low,167,Yes
T002415,A00977,2024-09-23,Feature Request,Critical,,No
T002416,A00977,2024-08-06,Integration Issue,Medium,,No
T002417,A00978,2024-12-25,Billing,Medium,87,Yes
T002418,A00978,2024-12-09,Performance,Medium,16,Yes
T002419,A00979,2024-11-15,Performance,Medium,,No
T002420,A00980,2024-04-04,Performance,Low,48,Yes
T002421,A00980,2024-02-02,Onboarding Help,High,9,Yes
T002422,A00981,2024-09-11,Feature Request,Low,166,Yes
T002423,A00982,2024-09-26,Performance,Medium,41,Yes
T002424,A00982,2024-01-22,Integration Issue,Medium,68,Yes
T002425,A00982,2024-12-26,Bug Report,Low,,No
T002426,A00983,2024-08-06,Integration Issue,Low,36,Yes
T002427,A00983,2024-04-16,Billing,Medium,42,Yes
T002428,A00984,2024-11-04,Billing,High,14,Yes
T002429,A00984,2024-03-01,Bug Report,Medium,66,Yes
T002430,A00984,2024-11-06,Onboarding Help,Medium,30,Yes
T002431,A00984,2024-10-15,Billing,Medium,84,Yes
T002432,A00984,2024-06-19,Performance,Medium,40,Yes
T002433,A00984,2024-09-12,Bug Report,Medium,83,Yes
T002434,A00984,2024-04-09,Performance,Medium,93,Yes
T002435,A00985,2024-03-08,Bug Report,Low,75,Yes
T002436,A00985,2024-07-26,Billing,High,29,Yes
T002437,A00986,2024-07-07,Billing,Medium,,No
T002438,A00986,2024-12-22,Feature Request,Medium,52,Yes
T002439,A00986,2024-09-23,Onboarding Help,Low,,No
T002440,A00986,2023-10-13,Integration Issue,Medium,85,Yes
T002441,A00986,2024-09-09,Performance,Medium,56,Yes
T002442,A00988,2024-04-18,Integration Issue,Low,90,Yes
T002443,A00988,2024-08-25,Feature Request,Low,,No
T002444,A00988,2024-09-29,Billing,Medium,,No
T002445,A00988,2024-08-22,Onboarding Help,Critical,8,Yes
T002446,A00990,2024-12-17,Integration Issue,High,9,Yes
T002447,A00990,2024-07-14,Bug Report,Low,99,Yes
T002448,A00990,2024-06-04,Performance,Critical,,No
T002449,A00992,2023-08-22,Integration Issue,Critical,6,Yes
T002450,A00992,2024-01-01,Integration Issue,Medium,28,Yes
T002451,A00993,2024-09-10,Feature Request,Medium,52,Yes
T002452,A00995,2024-12-30,Performance,High,29,Yes
T002453,A00995,2024-12-25,Integration Issue,Critical,,No
T002454,A00995,2024-12-27,Onboarding Help,Low,152,Yes
T002455,A00996,2024-06-06,Billing,Low,114,Yes
T002456,A00996,2023-03-09,Billing,High,48,Yes
T002457,A00996,2024-09-05,Billing,Low,26,Yes
T002458,A00997,2024-07-28,Feature Request,Critical,1,Yes
T002459,A00997,2024-06-04,Onboarding Help,Critical,,No
T002460,A00998,2024-04-25,Integration Issue,High,,No
T002461,A00998,2024-02-15,Billing,Medium,17,Yes
T002462,A00998,2024-07-27,Billing,Medium,19,Yes
T002463,A00998,2024-10-10,Feature Request,Medium,80,Yes
T002464,A00999,2023-12-13,Performance,Low,49,Yes
T002465,A00999,2024-03-18,Performance,High,14,Yes
T002466,A01000,2024-02-23,Performance,High,29,Yes
T002467,A01001,2024-07-10,Feature Request,Medium,40,Yes
T002468,A01001,2024-05-05,Integration Issue,High,14,Yes
T002469,A01001,2024-04-26,Billing,Low,69,Yes
T002470,A01003,2024-07-14,Billing,Medium,78,Yes
T002471,A01003,2024-07-15,Integration Issue,High,29,Yes
T002472,A01003,2023-03-31,Performance,High,26,Yes
T002473,A01003,2024-03-25,Integration Issue,Medium,69,Yes
T002474,A01003,2023-01-23,Performance,Critical,7,Yes
T002475,A01004,2024-10-31,Bug Report,Medium,88,Yes
T002476,A01005,2024-11-14,Performance,Low,,No
T002477,A01005,2024-08-30,Performance,Medium,54,Yes
T002478,A01006,2023-12-11,Billing,Medium,21,Yes
T002479,A01006,2024-02-18,Integration Issue,Low,,No
T002480,A01007,2024-10-21,Onboarding Help,Medium,70,Yes
T002481,A01007,2024-10-30,Onboarding Help,Critical,8,Yes
T002482,A01007,2023-06-15,Onboarding Help,Low,86,Yes
T002483,A01008,2024-12-22,Bug Report,Medium,21,Yes
T002484,A01013,2024-05-23,Billing,Medium,65,Yes
T002485,A01013,2024-09-13,Bug Report,High,29,Yes
T002486,A01013,2024-12-07,Billing,Low,58,Yes
T002487,A01014,2024-10-21,Onboarding Help,Medium,44,Yes
T002488,A01014,2023-09-19,Integration Issue,Medium,41,Yes
T002489,A01014,2024-03-11,Bug Report,High,6,Yes
T002490,A01014,2024-08-15,Bug Report,Critical,3,Yes
T002491,A01014,2024-01-02,Performance,Low,38,Yes
T002492,A01014,2023-03-24,Billing,Medium,72,Yes
T002493,A01014,2024-11-28,Onboarding Help,Low,86,Yes
T002494,A01014,2023-02-11,Performance,Low,27,Yes
T002495,A01014,2024-08-19,Integration Issue,High,,No
T002496,A01016,2023-06-05,Onboarding Help,Medium,41,Yes
T002497,A01016,2024-01-31,Performance,Low,64,Yes
T002498,A01017,2024-12-06,Integration Issue,High,45,Yes
T002499,A01017,2024-10-14,Integration Issue,High,41,Yes
T002500,A01017,2024-09-03,Bug Report,Medium,16,Yes
T002501,A01017,2024-10-19,Feature Request,Low,96,Yes
T002502,A01017,2024-10-19,Billing,Medium,18,Yes
T002503,A01018,2024-12-20,Onboarding Help,Medium,17,Yes
T002504,A01018,2024-12-15,Integration Issue,High,23,Yes
T002505,A01018,2024-12-20,Performance,Medium,72,Yes
T002506,A01020,2024-07-10,Feature Request,High,21,Yes
T002507,A01021,2024-12-03,Onboarding Help,Medium,51,Yes
T002508,A01022,2024-10-10,Billing,Medium,93,Yes
T002509,A01023,2024-11-22,Onboarding Help,Low,,No
T002510,A01025,2024-09-12,Billing,Critical,8,Yes
T002511,A01025,2024-12-15,Feature Request,High,21,Yes
T002512,A01026,2024-02-14,Bug Report,High,30,Yes
T002513,A01026,2023-09-26,Integration Issue,High,28,Yes
T002514,A01027,2024-08-11,Bug Report,Medium,,No
T002515,A01027,2024-01-25,Bug Report,High,,No
T002516,A01027,2023-10-07,Feature Request,Medium,67,Yes
T002517,A01027,2024-04-30,Integration Issue,Medium,,No
T002518,A01028,2023-02-18,Performance,Low,26,Yes
T002519,A01028,2024-02-06,Feature Request,Medium,83,Yes
T002520,A01030,2024-04-09,Feature Request,Low,78,Yes
T002521,A01031,2024-06-20,Onboarding Help,Low,149,Yes
T002522,A01034,2024-08-13,Bug Report,Medium,35,Yes
T002523,A01035,2023-05-13,Onboarding Help,High,25,Yes
T002524,A01035,2024-10-16,Feature Request,High,23,Yes
T002525,A01035,2024-06-27,Bug Report,Low,142,Yes
T002526,A01036,2024-12-03,Billing,Low,,No
T002527,A01036,2024-06-23,Performance,Medium,18,Yes
T002528,A01036,2023-08-22,Performance,Critical,7,Yes
T002529,A01036,2024-07-14,Billing,Low,39,Yes
T002530,A01037,2024-05-15,Integration Issue,Medium,58,Yes
T002531,A01037,2023-10-26,Integration Issue,High,23,Yes
T002532,A01037,2023-05-08,Feature Request,Critical,3,Yes
T002533,A01037,2024-05-03,Feature Request,Low,27,Yes
T002534,A01037,2024-02-26,Integration Issue,Low,108,Yes
T002535,A01038,2024-12-28,Bug Report,Medium,59,Yes
T002536,A01038,2024-12-16,Billing,High,,No
T002537,A01038,2024-05-26,Billing,Critical,4,Yes
T002538,A01038,2024-09-22,Onboarding Help,High,22,Yes
T002539,A01039,2024-12-22,Integration Issue,High,15,Yes
T002540,A01039,2024-12-05,Integration Issue,Medium,61,Yes
T002541,A01039,2024-12-24,Bug Report,High,25,Yes
T002542,A01039,2024-11-04,Integration Issue,Medium,18,Yes
T002543,A01039,2024-07-20,Performance,High,36,Yes
T002544,A01039,2024-09-14,Bug Report,Low,102,Yes
T002545,A01039,2024-12-11,Feature Request,High,7,Yes
T002546,A01039,2024-07-11,Onboarding Help,High,29,Yes
T002547,A01039,2024-11-28,Onboarding Help,Low,161,Yes
T002548,A01039,2024-08-01,Onboarding Help,High,36,Yes
T002549,A01039,2024-10-20,Billing,Medium,60,Yes
T002550,A01039,2024-06-23,Integration Issue,Critical,6,Yes
T002551,A01039,2024-08-05,Integration Issue,Medium,33,Yes
T002552,A01039,2024-12-18,Performance,Medium,,No
T002553,A01040,2024-02-11,Bug Report,High,47,Yes
T002554,A01040,2024-03-08,Billing,High,35,Yes
T002555,A01041,2024-06-16,Billing,Medium,32,Yes
T002556,A01042,2024-11-25,Onboarding Help,Medium,66,Yes
T002557,A01042,2024-08-30,Bug Report,Low,,No
T002558,A01042,2024-08-30,Integration Issue,Medium,29,Yes
T002559,A01042,2024-09-16,Performance,High,46,Yes
T002560,A01042,2024-11-26,Billing,Low,127,Yes
T002561,A01042,2024-10-25,Billing,Medium,40,Yes
T002562,A01043,2023-07-05,Integration Issue,High,,No
T002563,A01043,2024-12-21,Integration Issue,Medium,70,Yes
T002564,A01043,2024-02-25,Feature Request,High,21,Yes
T002565,A01043,2024-04-05,Bug Report,Critical,4,Yes
T002566,A01044,2024-11-13,Performance,Low,24,Yes
T002567,A01045,2024-12-29,Performance,Medium,32,Yes
T002568,A01045,2024-12-29,Performance,High,7,Yes
T002569,A01046,2024-05-13,Bug Report,High,22,Yes
T002570,A01046,2024-12-06,Feature Request,Critical,7,Yes
T002571,A01046,2024-01-18,Performance,High,13,Yes
T002572,A01047,2024-11-27,Feature Request,Medium,59,Yes
T002573,A01047,2024-11-27,Feature Request,Low,60,Yes
T002574,A01047,2024-11-15,Performance,High,26,Yes
T002575,A01047,2024-11-18,Performance,High,33,Yes
T002576,A01047,2024-11-13,Onboarding Help,Low,139,Yes
T002577,A01048,2024-02-04,Performance,Low,,No
T002578,A01048,2024-01-28,Billing,Medium,55,Yes
T002579,A01048,2024-05-23,Performance,Low,85,Yes
T002580,A01049,2024-05-09,Bug Report,Critical,8,Yes
T002581,A01049,2024-07-11,Billing,Low,105,Yes
T002582,A01049,2024-09-11,Feature Request,Low,151,Yes
T002583,A01050,2024-05-31,Billing,Medium,91,Yes
T002584,A01051,2023-09-24,Integration Issue,Low,,No
T002585,A01052,2024-10-30,Performance,Low,88,Yes
T002586,A01052,2024-09-15,Bug Report,High,19,Yes
T002587,A01054,2024-10-04,Bug Report,Medium,23,Yes
T002588,A01054,2024-04-22,Billing,Medium,,No
T002589,A01054,2024-10-08,Feature Request,Low,24,Yes
T002590,A01054,2024-09-01,Performance,Low,,No
T002591,A01054,2024-04-07,Onboarding Help,Low,44,Yes
T002592,A01054,2024-06-26,Onboarding Help,Medium,34,Yes
T002593,A01054,2024-08-13,Performance,High,14,Yes
T002594,A01055,2024-07-27,Billing,Critical,6,Yes
T002595,A01055,2023-12-11,Performance,Medium,39,Yes
T002596,A01055,2023-05-15,Billing,Low,51,Yes
T002597,A01055,2024-06-18,Bug Report,Medium,69,Yes
T002598,A01055,2024-07-25,Integration Issue,High,9,Yes
T002599,A01055,2024-05-02,Feature Request,Low,24,Yes
T002600,A01055,2023-07-15,Integration Issue,High,14,Yes
T002601,A01055,2023-12-04,Performance,Medium,57,Yes
T002602,A01055,2024-11-19,Integration Issue,Critical,3,Yes
T002603,A01056,2024-12-22,Performance,Medium,86,Yes
T002604,A01056,2024-12-21,Performance,Low,,No
T002605,A01057,2024-10-09,Integration Issue,Medium,22,Yes
T002606,A01057,2023-09-20,Feature Request,High,33,Yes
T002607,A01058,2024-11-27,Performance,Medium,24,Yes
T002608,A01059,2024-02-16,Onboarding Help,Low,83,Yes
T002609,A01059,2024-04-25,Billing,Low,114,Yes
T002610,A01059,2023-07-08,Integration Issue,Low,109,Yes
T002611,A01059,2023-10-09,Integration Issue,High,29,Yes
T002612,A01059,2024-06-10,Performance,Medium,42,Yes
T002613,A01059,2024-02-06,Billing,Medium,28,Yes
T002614,A01059,2024-09-23,Integration Issue,Medium,40,Yes
T002615,A01060,2023-11-29,Performance,Medium,,No
T002616,A01060,2024-04-22,Billing,Critical,7,Yes
T002617,A01060,2024-04-03,Performance,Critical,5,Yes
T002618,A01061,2024-08-21,Feature Request,Medium,26,Yes
T002619,A01062,2024-12-21,Performance,High,34,Yes
T002620,A01062,2024-12-09,Onboarding Help,Low,123,Yes
T002621,A01062,2024-11-28,Onboarding Help,Medium,66,Yes
T002622,A01062,2024-12-18,Performance,Medium,,No
T002623,A01063,2024-09-02,Feature Request,Low,89,Yes
T002624,A01064,2024-01-24,Feature Request,Medium,62,Yes
T002625,A01065,2024-11-11,Feature Request,Low,,No
T002626,A01065,2024-10-02,Onboarding Help,Low,166,Yes
T002627,A01065,2024-10-16,Bug Report,Critical,6,Yes
T002628,A01065,2024-11-25,Integration Issue,Low,,No
T002629,A01065,2024-11-30,Performance,Low,61,Yes
T002630,A01065,2024-11-28,Integration Issue,Medium,69,Yes
T002631,A01065,2024-11-27,Onboarding Help,Medium,30,Yes
T002632,A01065,2024-12-05,Onboarding Help,Low,64,Yes
T002633,A01065,2024-12-04,Performance,Medium,91,Yes
T002634,A01065,2024-12-03,Billing,Medium,,No
T002635,A01065,2024-12-09,Feature Request,Medium,45,Yes
T002636,A01065,2024-12-24,Billing,Low,89,Yes
T002637,A01065,2024-10-20,Bug Report,Medium,57,Yes
T002638,A01065,2024-12-07,Feature Request,Critical,7,Yes
T002639,A01065,2024-11-25,Feature Request,Medium,55,Yes
T002640,A01066,2024-08-23,Feature Request,High,44,Yes
T002641,A01066,2024-02-18,Bug Report,Critical,7,Yes
T002642,A01066,2024-10-22,Integration Issue,Low,,No
T002643,A01066,2023-02-09,Billing,High,47,Yes
T002644,A01068,2024-02-18,Integration Issue,High,42,Yes
T002645,A01069,2024-09-12,Integration Issue,Medium,16,Yes
T002646,A01070,2024-07-14,Bug Report,Medium,87,Yes
T002647,A01070,2024-06-10,Integration Issue,Medium,61,Yes
T002648,A01070,2024-05-26,Feature Request,Medium,67,Yes
T002649,A01070,2024-08-21,Integration Issue,Medium,22,Yes
T002650,A01070,2024-12-03,Billing,High,24,Yes
T002651,A01070,2024-04-09,Onboarding Help,Medium,34,Yes
T002652,A01071,2024-05-05,Integration Issue,Medium,72,Yes
T002653,A01072,2024-07-07,Integration Issue,Low,132,Yes
T002654,A01072,2024-07-19,Performance,Medium,25,Yes
T002655,A01072,2024-10-01,Performance,Low,,No
T002656,A01072,2024-08-19,Onboarding Help,Low,65,Yes
T002657,A01072,2024-12-14,Billing,Medium,86,Yes
T002658,A01072,2024-09-18,Bug Report,Low,163,Yes
T002659,A01072,2024-08-28,Billing,Low,159,Yes
T002660,A01072,2024-09-06,Onboarding Help,High,,No
T002661,A01073,2024-12-30,Billing,Low,53,Yes
T002662,A01073,2024-11-11,Performance,High,,No
T002663,A01073,2024-10-31,Performance,Low,59,Yes
T002664,A01073,2024-11-30,Billing,Medium,26,Yes
T002665,A01073,2024-11-07,Billing,High,11,Yes
T002666,A01073,2024-11-29,Performance,Low,167,Yes
T002667,A01073,2024-11-10,Bug Report,Critical,2,Yes
T002668,A01073,2024-11-21,Feature Request,Medium,31,Yes
T002669,A01073,2024-11-10,Onboarding Help,Medium,80,Yes
T002670,A01073,2024-12-05,Feature Request,Medium,58,Yes
T002671,A01073,2024-11-25,Onboarding Help,Medium,23,Yes
T002672,A01073,2024-12-11,Feature Request,Critical,,No
T002673,A01073,2024-12-11,Performance,Low,,No
T002674,A01074,2023-09-08,Billing,Medium,16,Yes
T002675,A01074,2023-03-15,Bug Report,Medium,,No
T002676,A01074,2024-10-12,Feature Request,High,18,Yes
T002677,A01075,2023-10-29,Billing,High,36,Yes
T002678,A01075,2024-12-27,Feature Request,Critical,1,Yes
T002679,A01075,2023-11-17,Integration Issue,Medium,,No
T002680,A01075,2024-07-19,Performance,Medium,93,Yes
T002681,A01075,2024-09-12,Onboarding Help,Medium,36,Yes
T002682,A01075,2024-10-23,Bug Report,Medium,84,Yes
T002683,A01075,2024-10-22,Feature Request,Critical,5,Yes
T002684,A01076,2024-10-23,Performance,Medium,60,Yes
T002685,A01076,2024-12-31,Onboarding Help,Medium,,No
T002686,A01076,2024-09-26,Feature Request,Medium,24,Yes
T002687,A01078,2024-03-14,Integration Issue,Low,52,Yes
T002688,A01078,2024-03-10,Bug Report,Low,74,Yes
T002689,A01078,2024-04-12,Feature Request,High,45,Yes
T002690,A01078,2024-04-12,Onboarding Help,Low,71,Yes
T002691,A01079,2024-10-28,Integration Issue,Low,168,Yes
T002692,A01081,2023-10-22,Bug Report,Medium,48,Yes
T002693,A01081,2024-12-08,Performance,Medium,44,Yes
T002694,A01081,2024-01-23,Performance,Low,106,Yes
T002695,A01082,2024-08-25,Billing,High,8,Yes
T002696,A01082,2024-08-18,Onboarding Help,High,,No
T002697,A01084,2024-12-22,Integration Issue,High,47,Yes
T002698,A01084,2024-12-28,Billing,Low,80,Yes
T002699,A01084,2024-12-12,Bug Report,Low,27,Yes
T002700,A01084,2024-12-23,Billing,High,15,Yes
T002701,A01084,2024-12-13,Integration Issue,High,,No
T002702,A01086,2024-10-04,Billing,High,10,Yes
T002703,A01086,2023-09-20,Bug Report,Medium,85,Yes
T002704,A01087,2024-04-12,Billing,Critical,3,Yes
T002705,A01087,2024-06-21,Bug Report,Critical,8,Yes
T002706,A01087,2024-04-05,Bug Report,Critical,6,Yes
T002707,A01088,2024-09-17,Integration Issue,Low,133,Yes
T002708,A01089,2024-11-29,Performance,High,46,Yes
T002709,A01089,2024-06-08,Performance,Medium,60,Yes
T002710,A01090,2024-10-04,Billing,Medium,81,Yes
T002711,A01090,2024-06-21,Integration Issue,High,13,Yes
T002712,A01091,2024-10-04,Billing,Low,127,Yes
T002713,A01091,2024-06-04,Feature Request,Medium,79,Yes
T002714,A01091,2024-04-05,Performance,Critical,1,Yes
T002715,A01091,2024-03-05,Billing,Medium,75,Yes
T002716,A01091,2024-03-25,Performance,Critical,1,Yes
T002717,A01091,2024-10-28,Performance,Low,166,Yes
T002718,A01091,2024-07-18,Feature Request,Low,88,Yes
